customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
304,Paddy,Mumbray,Male,36,3/27/1969,VP Marketing,Manufacturing,Mass Customer,N,Yes,15
1995,Mabel,Sallter,Female,6,3/26/1969,Automation Specialist II,Manufacturing,Mass Customer,N,Yes,11
1751,Sara-ann,Haddick,Female,49,3/23/1969,Systems Administrator II,Health,Mass Customer,N,No,4
1794,Caro,McKirton,Female,53,3/10/1969,Administrative Officer,Property,Mass Customer,N,No,8
1235,Sharon,Cranage,Female,24,2/28/1969,Dental Hygienist,Health,Mass Customer,N,No,9
3074,Tracie,Grishaev,Male,31,2/18/1969,VP Quality Control,Health,Mass Customer,N,Yes,12
688,Baron,Bullus,Male,90,2/15/1969,Junior Executive,Health,High Net Worth,N,No,9
1637,Timothee,Mervyn,Male,78,2/7/1969,Statistician II,Manufacturing,High Net Worth,N,No,6
2721,Alf,Farnie,Male,3,2/3/1969,Associate Professor,Manufacturing,Mass Customer,N,Yes,17
2526,Izaak,Dopson,Male,89,2/1/1969,Software Test Engineer II,Manufacturing,Mass Customer,N,No,8
3390,Fayth,Baudins,Female,20,1/27/1969,Tax Accountant,Retail,High Net Worth,N,No,7
3531,Shannah,Pountain,Female,4,1/27/1969,Marketing Manager,Retail,Affluent Customer,N,Yes,11
357,Betta,Shrimpton,Female,21,1/25/1969,Director of Sales,Entertainment,Affluent Customer,N,No,18
398,Randee,Douberday,Female,20,1/18/1969,Engineer III,Retail,Affluent Customer,N,No,11
2633,Shayla,Colnett,Female,47,1/18/1969,Quality Engineer,Property,Mass Customer,N,Yes,12
2756,Cymbre,Sloey,Female,11,1/17/1969,Operator,Entertainment,Mass Customer,N,No,8
897,Pris,Fance,Female,25,1/11/1969,Account Executive,Manufacturing,Mass Customer,N,No,11
3005,Rafaellle,Tantrum,Male,36,1/5/1969,Human Resources Manager,Property,Affluent Customer,N,Yes,8
694,Lilith,Lanning,Female,66,12/28/1968,Media Manager III,Health,Mass Customer,N,No,13
1101,Haily,McWilliams,Female,76,12/22/1968,Senior Editor,Manufacturing,Mass Customer,N,No,15
3861,Thayne,Canepe,Male,87,12/16/1968,Junior Executive,Retail,Affluent Customer,N,No,9
3561,Emelda,Allbones,Female,15,11/16/1968,Help Desk Operator,Financial Services,Mass Customer,N,Yes,5
2152,Junina,Labone,Female,40,11/5/1968,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19
1212,Cindy,Freeborn,Female,28,10/24/1968,Legal Assistant,Property,Affluent Customer,N,No,13
596,Sue,Chapelhow,Female,9,10/20/1968,Recruiter,Property,Affluent Customer,N,No,13
622,Arri,Lamden,Male,18,10/18/1968,Health Coach II,Financial Services,Mass Customer,N,No,17
960,Lannie,Crumley,Male,1,10/10/1968,GIS Technical Architect,Health,Mass Customer,N,Yes,12
1184,Auberta,Teodori,Female,89,10/7/1968,Social Worker,Health,Mass Customer,N,No,13
876,Neil,Jencey,Male,44,10/6/1968,Physical Therapy Assistant,IT,High Net Worth,N,No,19
79,Tybi,Silliman,Female,76,10/2/1968,Account Executive,Manufacturing,Mass Customer,N,No,18
791,Tootsie,Hurt,Female,3,9/29/1968,Professor,Manufacturing,Mass Customer,N,Yes,14
1857,Purcell,Chinnery,Male,57,9/20/1968,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,5
3192,Illa,Klemenz,Female,37,9/18/1968,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,16
3966,Astrix,Sigward,Female,53,9/15/1968,Geologist I,Manufacturing,Mass Customer,N,Yes,11
715,Royal,Shinn,Male,50,9/7/1968,Junior Executive,Manufacturing,Mass Customer,N,No,6
1190,Sib,Gilby,Female,67,9/7/1968,Assistant Professor,Financial Services,Affluent Customer,N,Yes,10
3950,Alic,Juniper,Male,72,9/7/1968,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,12
2430,Humbert,Dikles,Male,38,9/6/1968,Quality Engineer,Manufacturing,Mass Customer,N,No,5
96,Heath,Olford,Male,33,8/31/1968,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,15
1325,Ty,Belliard,Male,67,8/25/1968,Account Executive,Argiculture,High Net Worth,N,Yes,14
1217,Dulcinea,Janssen,Female,67,8/19/1968,Structural Engineer,Manufacturing,High Net Worth,N,No,16
2042,Bendix,Cooke,Male,65,8/14/1968,Registered Nurse,Health,Mass Customer,N,No,17
2842,Olimpia,Traynor,Female,80,8/12/1968,Recruiter,Health,Mass Customer,N,No,6
2788,Melantha,Pickburn,Female,45,8/6/1968,Social Worker,Health,Affluent Customer,N,No,4
963,Valery,Haresign,Female,56,7/28/1968,Budget/Accounting Analyst I,Financial Services,High Net Worth,N,Yes,16
3013,Lorain,Eddisforth,Female,94,7/28/1968,Office Assistant III,Property,High Net Worth,N,No,6
3039,Coralie,Guitonneau,Female,52,7/28/1968,General Manager,Financial Services,Affluent Customer,N,No,18
2428,Pauly,Keightley,Male,74,7/26/1968,Help Desk Operator,IT,Mass Customer,N,Yes,9
730,Robb,Poll,Male,42,7/25/1968,Web Designer IV,Health,Mass Customer,N,No,14
327,Cris,Richfield,Female,10,7/24/1968,Design Engineer,Health,Mass Customer,N,No,12
912,Vince,Dalmon,Male,37,7/19/1968,Sales Representative,Retail,Mass Customer,N,Yes,19
1147,Tate,Studholme,Male,71,7/9/1968,Health Coach II,Entertainment,High Net Worth,N,Yes,9
1281,Leighton,Zisneros,Male,29,7/7/1968,Administrative Assistant III,Manufacturing,Affluent Customer,N,Yes,16
29,Mona,Sancraft,Female,62,6/22/1968,Safety Technician III,Manufacturing,Mass Customer,N,No,19
1914,Clyve,Sandwick,Male,72,6/21/1968,VP Product Management,Financial Services,Mass Customer,N,No,5
3163,Irvine,Mc Mechan,Male,38,6/1/1968,Environmental Specialist,Argiculture,Affluent Customer,N,No,19
3056,Catlin,Storm,Female,43,5/27/1968,Health Coach II,Entertainment,Mass Customer,N,No,18
2512,Franzen,Halliday,Male,3,5/22/1968,Web Developer I,Financial Services,High Net Worth,N,Yes,19
3246,Norene,Merle,Female,73,5/20/1968,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,4
676,Curtis,Wiggin,Male,51,5/19/1968,Senior Editor,Financial Services,High Net Worth,N,Yes,14
100,Tripp,Steed,Male,80,5/11/1968,General Manager,Financial Services,Mass Customer,N,Yes,4
3952,Di,Borsnall,Female,96,5/9/1968,Help Desk Operator,Manufacturing,Affluent Customer,N,No,10
1435,Derek,Podmore,Male,96,4/27/1968,Software Engineer II,Telecommunications,Affluent Customer,N,Yes,19
2911,Janenna,Knowlman,Female,55,4/26/1968,Assistant Media Planner,Entertainment,Mass Customer,N,No,11
835,Zachary,Matyukon,Male,85,4/22/1968,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9
1893,Gunar,Sleit,Male,25,4/22/1968,Administrative Officer,Retail,Mass Customer,N,No,5
2843,Lorain,Danforth,Female,42,4/20/1968,Recruiter,Financial Services,Affluent Customer,N,Yes,5
2236,Arin,Crickmoor,Male,0,4/16/1968,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,13
2693,Abram,Phillipson,Male,91,4/11/1968,Research Assistant III,Health,High Net Worth,N,Yes,16
1982,Julee,Hallewell,Female,80,3/30/1968,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,16
790,Yvonne,Giraudot,Female,22,3/24/1968,Senior Editor,Manufacturing,Affluent Customer,N,No,15
3217,Lorena,Titterrell,Female,95,3/12/1968,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8
1503,Del,Scullin,Female,1,2/25/1968,Media Manager III,Financial Services,Affluent Customer,N,No,6
3798,Yorker,Dennison,Male,13,2/22/1968,Tax Accountant,Manufacturing,Mass Customer,N,Yes,17
1059,Chantal,Plante,Female,68,2/16/1968,Account Representative III,Entertainment,High Net Worth,N,Yes,6
1003,Mariann,O'Geaney,Female,35,2/3/1968,Paralegal,Financial Services,High Net Worth,N,No,18
1097,Gwenora,Grabbam,Female,71,1/31/1968,Engineer II,Financial Services,Mass Customer,N,Yes,18
653,Maxy,Hurles,Male,68,1/28/1968,Graphic Designer,Financial Services,Affluent Customer,N,Yes,19
1133,Forrester,McFetridge,Male,88,1/26/1968,Administrative Assistant IV,Manufacturing,Affluent Customer,N,No,6
3170,Bethanne,Kytter,Female,67,1/26/1968,Nurse Practicioner,Entertainment,Mass Customer,N,No,11
2831,Starlin,Aysh,Female,16,1/22/1968,Programmer Analyst I,Health,Mass Customer,N,Yes,11
2786,Hubie,Bottoner,Male,94,1/21/1968,Accountant III,Health,Mass Customer,N,Yes,11
3361,Riva,Yushin,Female,68,1/20/1968,General Manager,Property,Mass Customer,N,Yes,9
3644,Peder,Frotton,Male,13,1/18/1968,Physical Therapy Assistant,Financial Services,High Net Worth,N,Yes,17
2971,Esther,Caught,Female,5,1/16/1968,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,8
3880,Donella,Disley,Female,77,1/13/1968,Web Designer I,Manufacturing,Mass Customer,N,No,14
3849,Marice,Morrice,Female,2,1/1/1968,Database Administrator III,Property,Mass Customer,N,Yes,15
3536,Laurence,Aulsford,Male,46,12/24/1967,Professor,Retail,Affluent Customer,N,No,18
1262,Aindrea,MacConchie,Female,90,12/7/1967,Technical Writer,Manufacturing,High Net Worth,N,Yes,19
224,Morgun,Girvan,Male,2,12/3/1967,Compensation Analyst,Financial Services,Affluent Customer,N,No,17
1954,Greg,Iacovo,Male,88,11/29/1967,VP Sales,Manufacturing,Affluent Customer,N,No,5
2880,Ingra,Kelby,Male,43,11/15/1967,Legal Assistant,Health,Mass Customer,N,No,7
2877,Vaughan,Frank,Male,59,11/1/1967,Senior Sales Associate,Property,Affluent Customer,N,Yes,18
1249,Tabb,McKeowon,Male,11,10/31/1967,Help Desk Technician,Telecommunications,Mass Customer,N,No,16
3905,Leodora,Cowill,Female,72,10/22/1967,Product Engineer,Argiculture,High Net Worth,N,No,5
3182,Catherina,Hammel,Female,50,10/3/1967,Junior Executive,Financial Services,Affluent Customer,N,No,15
2439,Shelly,Yakebovitch,Female,44,10/2/1967,Engineer II,Manufacturing,Affluent Customer,N,No,15
3108,Trip,Ahmed,Male,94,10/1/1967,Accounting Assistant III,Entertainment,Mass Customer,N,No,10
3470,Catherina,Ricca,Female,56,10/1/1967,Recruiting Manager,Health,Affluent Customer,N,Yes,6
1149,Ki,Odo,Female,29,9/30/1967,Developer III,Financial Services,Affluent Customer,N,Yes,14
3689,Orel,Joncic,Female,26,9/25/1967,Chemical Engineer,Health,Mass Customer,N,Yes,7
1005,Kalila,Birtwistle,Female,94,9/15/1967,Design Engineer,IT,High Net Worth,N,Yes,8
1399,Kaye,Clulow,Female,84,9/8/1967,Staff Scientist,Manufacturing,Mass Customer,N,No,15
2204,Kacie,Barthram,Female,16,9/7/1967,Librarian,Entertainment,High Net Worth,N,No,7
2205,Birk,Elphey,U,76,9/7/1967,Accounting Assistant III,IT,Mass Customer,N,No,10.65704063
2748,Dolorita,Dufaur,Female,96,8/29/1967,Quality Engineer,Financial Services,Mass Customer,N,No,4
1449,Ashly,Abramamovh,Female,38,8/26/1967,Staff Accountant IV,Property,High Net Worth,N,No,4
1169,Kessiah,Corden,Female,33,8/9/1967,Actuary,Financial Services,Mass Customer,N,Yes,13
1290,Vassily,Ramalho,Male,49,8/8/1967,VP Marketing,Financial Services,High Net Worth,N,Yes,6
142,Bentley,Fortesquieu,Male,57,8/7/1967,Quality Engineer,Health,Affluent Customer,N,No,17
1075,Cullin,Elcoate,Male,26,7/25/1967,Administrative Officer,Manufacturing,High Net Worth,N,No,7
3500,Josy,Fleeman,Female,71,7/21/1967,Operator,Entertainment,Affluent Customer,N,No,17
1861,Charlena,Muzzi,Female,26,7/18/1967,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8
3368,Tanya,Boddis,Female,7,7/17/1967,Technical Writer,Financial Services,Affluent Customer,N,No,16
2503,Devlin,Laneham,Male,80,7/16/1967,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes,10
3049,Tristam,O'Fallone,Male,72,7/15/1967,Teacher,Property,High Net Worth,N,Yes,12
2716,Claribel,Cappineer,Female,46,7/14/1967,Systems Administrator I,Entertainment,Mass Customer,N,No,7
1516,Ham,Pietrusiak,Male,6,7/12/1967,VP Sales,IT,Affluent Customer,N,No,19
18,Marjie,Neasham,Female,79,7/6/1967,Professor,Manufacturing,Affluent Customer,N,No,11
58,Dalenna,Pinnock,Female,26,7/4/1967,Office Assistant III,Financial Services,Affluent Customer,N,Yes,17
662,Bonnibelle,Imos,Female,41,7/4/1967,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5
598,Zebulen,Swadon,Male,25,6/27/1967,Financial Advisor,Financial Services,High Net Worth,N,No,12
599,Ernestus,Cruden,U,48,6/27/1967,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,10.65704063
3897,Vanni,McAloren,Female,36,6/24/1967,Junior Executive,Manufacturing,High Net Worth,N,Yes,5
1386,Mufinella,Kalvin,Female,71,6/12/1967,Help Desk Technician,Retail,Mass Customer,N,Yes,12
3265,Isaak,Higounet,Male,64,6/2/1967,Clinical Specialist,Health,High Net Worth,N,No,11
2516,Zoe,Kiddye,Female,42,5/27/1967,Registered Nurse,Health,Mass Customer,N,No,19
3171,Leif,Kytter,Male,36,5/23/1967,Account Coordinator,Financial Services,Affluent Customer,N,Yes,10
3876,Willow,Cutmere,Female,22,5/16/1967,Internal Auditor,Financial Services,High Net Worth,N,No,16
2996,Jerrylee,Shinfield,Female,67,5/5/1967,Cost Accountant,Financial Services,Mass Customer,N,No,14
572,Clementius,Everington,Male,0,5/1/1967,Clinical Specialist,Health,High Net Worth,N,Yes,5
1416,Fraze,Face,Male,90,4/30/1967,Assistant Manager,Property,High Net Worth,N,Yes,5
638,Joey,Ledram,Male,19,4/29/1967,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,13
1879,Kermy,Heningam,Male,4,4/25/1967,Account Representative I,Manufacturing,High Net Worth,N,No,5
2182,Symon,Minchin,Male,47,4/23/1967,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,16
2539,Tracie,Ashdown,Male,68,4/22/1967,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,12
2540,Donavon,Ashdown,U,14,4/22/1967,Executive Secretary,IT,Mass Customer,N,Yes,10.65704063
3073,Hernando,Farnham,Male,16,4/12/1967,Nurse,Telecommunications,Affluent Customer,N,No,17
758,Teena,Birrel,Female,99,4/7/1967,Clinical Specialist,Manufacturing,High Net Worth,N,Yes,11
1692,Harriette,De Matteis,Female,85,4/7/1967,Senior Quality Engineer,Health,Mass Customer,N,Yes,17
178,Matthieu,Bertelmot,Male,2,4/3/1967,Environmental Tech,Financial Services,Affluent Customer,N,No,8
1818,Katha,Lockhurst,Female,64,4/1/1967,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,11
3762,Marinna,Ors,Female,48,3/22/1967,Quality Control Specialist,Property,Mass Customer,N,No,14
1833,Klemens,Eite,Male,67,3/15/1967,Actuary,Financial Services,High Net Worth,N,Yes,19
2895,Lind,Mc Ilory,Female,85,3/15/1967,Librarian,Entertainment,Mass Customer,N,Yes,5
83,Kerr,Simmell,Male,97,2/26/1967,Internal Auditor,IT,Mass Customer,N,Yes,18
1215,Dyann,Turbard,Female,79,2/26/1967,VP Quality Control,Manufacturing,Mass Customer,N,No,11
444,Britteny,Falconer-Taylor,Female,32,2/24/1967,Staff Scientist,Manufacturing,Mass Customer,N,Yes,8
889,Ezequiel,Coggeshall,Male,46,2/19/1967,Sales Representative,Retail,Affluent Customer,N,Yes,10
1825,Arv,Whitsey,Male,82,2/14/1967,VP Quality Control,Financial Services,Mass Customer,N,Yes,17
1765,Sibella,O' Mara,Female,48,2/13/1967,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,10
2260,Jarad,Barthropp,Male,38,2/9/1967,Administrative Assistant IV,Argiculture,High Net Worth,N,No,11
3208,Jeanne,O'Meara,Female,53,2/6/1967,VP Marketing,Financial Services,High Net Worth,N,No,15
3303,Ced,Cuell,Male,51,2/2/1967,Structural Engineer,Telecommunications,Affluent Customer,N,Yes,11
3159,Jesus,MacShirie,Male,16,2/1/1967,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,No,12
3446,Gard,Tidy,Male,8,1/30/1967,Structural Engineer,Manufacturing,Mass Customer,N,No,14
396,Peria,Iscowitz,Female,98,1/25/1967,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16
2146,Timmie,Lenden,Male,75,1/25/1967,Engineer IV,Entertainment,Mass Customer,N,No,13
89,Benedicto,Hoxey,Male,74,1/22/1967,Speech Pathologist,Health,Mass Customer,N,Yes,14
732,Bonita,Gethins,Female,71,1/21/1967,Actuary,Financial Services,Mass Customer,N,No,5
2848,Callie,Garthshore,Female,42,1/17/1967,Analyst Programmer,Property,Mass Customer,N,Yes,13
542,Berri,McManamen,Female,78,1/14/1967,Accountant III,Manufacturing,Mass Customer,N,No,18
1419,Roddy,Ollerton,Male,5,1/11/1967,Physical Therapy Assistant,Financial Services,Mass Customer,N,Yes,4
3511,Willem,Spraging,Male,23,12/31/1966,Food Chemist,Health,Affluent Customer,N,No,10
1782,Ewen,Emes,Male,47,12/22/1966,Pharmacist,Health,Affluent Customer,N,Yes,9
1056,Kendricks,Markel,Male,96,12/18/1966,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,6
385,Kendall,Humes,Male,69,12/7/1966,Project Manager,Health,High Net Worth,N,No,9
2775,Dael,Glentz,Female,40,12/2/1966,Account Executive,Manufacturing,Mass Customer,N,Yes,7
505,Wylma,Elsy,Female,40,12/1/1966,Health Coach II,Manufacturing,High Net Worth,N,Yes,10
1398,Anderea,Pulteneye,Female,11,11/29/1966,Project Manager,Manufacturing,Mass Customer,N,No,17
3040,Kameko,Kinrade,Female,87,11/28/1966,General Manager,Retail,Mass Customer,N,No,5
2371,Rory,Lokier,Female,22,11/18/1966,Staff Scientist,Manufacturing,High Net Worth,N,Yes,8
885,Yancey,Wivell,Male,20,11/11/1966,Statistician IV,Financial Services,Mass Customer,N,No,18
703,Ethelda,Bosomworth,Female,66,10/31/1966,Research Nurse,Property,Mass Customer,N,No,15
2301,Ken,Vashchenko,Male,66,10/30/1966,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,19
376,Marena,Brunotti,Female,60,10/24/1966,Financial Advisor,Financial Services,Mass Customer,N,Yes,19
1027,Rolando,Sherewood,Male,33,10/7/1966,Statistician I,Financial Services,Affluent Customer,N,No,18
2270,Augustus,Edleston,Male,50,9/28/1966,Information Systems Manager,Retail,Affluent Customer,N,No,9
841,Hanan,McGreay,Male,93,9/22/1966,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8
6,Curr,Duckhouse,Male,35,9/16/1966,Media Manager I,Retail,High Net Worth,N,Yes,13
631,Ortensia,Dronsfield,Female,33,9/14/1966,Computer Systems Analyst I,Health,Affluent Customer,N,No,17
1877,Radcliffe,Bartolomeoni,Male,13,9/9/1966,Associate Professor,Financial Services,High Net Worth,N,Yes,16
1735,Sly,Offord,Male,7,9/7/1966,Occupational Therapist,Health,Mass Customer,N,No,8
895,Juli,Curness,Female,58,9/3/1966,VP Sales,Financial Services,Mass Customer,N,Yes,12
2192,Hubie,Leipold,Male,93,8/27/1966,Staff Accountant II,IT,Mass Customer,N,No,14
668,Ebony,Threadgall,Female,61,8/26/1966,Junior Executive,Health,Mass Customer,N,No,7
1318,Barbe,Assender,Female,10,8/17/1966,Senior Developer,Financial Services,Mass Customer,N,Yes,4
2324,Jerrold,Robben,Male,44,8/5/1966,Sales Associate,Manufacturing,Mass Customer,N,Yes,16
54,Loralyn,Wonfor,Femal,2,7/24/1966,Sales Associate,Property,Mass Customer,N,Yes,18
1525,Philis,Whittam,Female,43,7/15/1966,Database Administrator III,Financial Services,High Net Worth,N,No,5
2313,Christa,Pauley,Female,54,7/10/1966,Chemical Engineer,Manufacturing,Mass Customer,N,No,12
2478,Andreas,Lamke,Male,85,7/7/1966,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10
106,Glyn,Pristnor,Male,54,7/3/1966,Software Test Engineer III,Health,High Net Worth,N,Yes,18
3445,Craggy,Bims,Male,62,6/23/1966,Database Administrator I,Financial Services,Affluent Customer,N,Yes,11
2326,Trev,Boothebie,Male,64,6/22/1966,Programmer Analyst I,Retail,High Net Worth,N,No,14
2613,Trenton,Casaccio,Male,78,6/13/1966,Nurse,Health,Mass Customer,N,Yes,16
2655,York,Strongman,Male,56,6/11/1966,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,15
587,Adolphus,Seers,Male,43,5/27/1966,Registered Nurse,Health,Mass Customer,N,Yes,19
388,Carlye,Bartle,Female,53,5/25/1966,Help Desk Operator,Financial Services,Mass Customer,N,Yes,11
689,Hamnet,Berford,Male,91,5/19/1966,Senior Developer,Entertainment,High Net Worth,N,Yes,16
179,Esteban,Sewill,Male,23,5/11/1966,Environmental Tech,Manufacturing,High Net Worth,N,Yes,6
3618,Evyn,Rouby,Male,2,4/28/1966,Statistician IV,Retail,Affluent Customer,N,Yes,19
1760,Kelsy,Barrowcliff,Female,68,4/27/1966,Dental Hygienist,Health,High Net Worth,N,No,15
742,Dexter,Robelin,Male,55,4/24/1966,Senior Developer,Manufacturing,Mass Customer,N,No,15
201,Salem,Huie,Male,45,4/20/1966,Design Engineer,Manufacturing,Mass Customer,N,Yes,11
2333,Ives,Adolfson,Male,82,4/19/1966,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,10
2795,Shirline,Amar,Female,9,4/11/1966,Research Assistant III,Financial Services,Mass Customer,N,No,17
3319,Erda,Allmen,Female,67,4/4/1966,Nuclear Power Engineer,Financial Services,Affluent Customer,N,Yes,19
3706,Darby,Jellett,Male,20,4/3/1966,Assistant Professor,Argiculture,Affluent Customer,N,Yes,10
1531,Evaleen,Pusey,Female,20,3/17/1966,Administrative Assistant III,Financial Services,Mass Customer,N,Yes,13
1376,Pail,Van den Hof,Male,89,3/12/1966,Environmental Tech,Health,Mass Customer,N,Yes,18
2542,Amanda,Leverington,Female,43,3/11/1966,Accounting Assistant I,Property,Affluent Customer,N,Yes,12
229,Vaughn,Lambis,Male,30,3/6/1966,Internal Auditor,Property,High Net Worth,N,No,19
1757,Hashim,Hartwell,Male,68,3/3/1966,Administrative Assistant I,IT,High Net Worth,N,No,7
1618,Andee,Scardifeild,Female,90,3/1/1966,Senior Developer,Financial Services,Mass Customer,N,No,19
2395,Ashlin,Kesby,Male,23,2/26/1966,Executive Secretary,Health,High Net Worth,N,No,16
3414,Winnifred,Zima,Female,46,2/25/1966,Software Consultant,Financial Services,Affluent Customer,N,Yes,10
3549,Jodee,Macewan,Female,0,2/24/1966,Sales Representative,Retail,Mass Customer,N,No,7
1326,Goddard,Tinn,Male,15,2/23/1966,Biostatistician III,Health,Affluent Customer,N,Yes,5
196,Swen,Odhams,Male,90,2/22/1966,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6
927,Jarret,Matthisson,Male,25,2/19/1966,Cost Accountant,Financial Services,Mass Customer,N,Yes,18
257,Marissa,Beadle,Female,70,2/8/1966,Sales Associate,Manufacturing,Affluent Customer,N,Yes,19
696,Arch,Gaitskill,Male,57,2/6/1966,Programmer Analyst II,Health,Affluent Customer,N,Yes,6
88,Malynda,Tumber,Female,41,2/3/1966,Help Desk Operator,Property,High Net Worth,N,Yes,7
3492,Urbanus,Redding,Male,83,1/27/1966,Civil Engineer,Manufacturing,Mass Customer,N,No,19
2664,Raynor,Olech,Male,83,1/16/1966,Engineer II,Health,Mass Customer,N,No,15
1275,Francisca,Whittek,Female,70,1/10/1966,General Manager,Health,Mass Customer,N,Yes,8
541,Annissa,Balmforth,Female,23,1/1/1966,Accountant III,Manufacturing,Affluent Customer,N,Yes,13
3020,Witty,McArthur,Male,13,12/24/1965,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,10
2320,Kaylyn,Throssell,Female,14,12/21/1965,Senior Developer,Manufacturing,Affluent Customer,N,No,16
3661,Tadeas,Shitliff,Male,34,12/18/1965,Research Associate,Manufacturing,Mass Customer,N,Yes,7
1808,Charles,Carren,Male,98,12/15/1965,Information Systems Manager,Retail,High Net Worth,N,No,17
3676,Derk,Willingale,Male,27,12/15/1965,Health Coach I,Health,Affluent Customer,N,No,11
998,Petunia,Dufton,Female,66,12/13/1965,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,5
1590,Crystie,Fontanet,Female,8,12/9/1965,Assistant Manager,Retail,Mass Customer,N,No,14
1924,Eolande,Kauscher,Female,94,12/1/1965,VP Product Management,Health,Mass Customer,N,Yes,14
1754,Zonnya,Tolland,Female,24,11/27/1965,Tax Accountant,Retail,Mass Customer,N,Yes,15
1440,Consuela,O'Logan,Female,19,11/22/1965,Human Resources Manager,Financial Services,High Net Worth,N,Yes,12
1520,Dillie,Wilstead,Male,95,11/18/1965,Business Systems Development Analyst,Retail,Mass Customer,N,No,19
995,Urbano,Mews,Male,16,11/12/1965,Information Systems Manager,Health,Mass Customer,N,Yes,19
996,Aura,Bemlott,U,67,11/12/1965,Assistant Manager,IT,Mass Customer,N,Yes,10.65704063
1693,Ring,Birchall,Male,79,11/6/1965,Accountant I,Health,Affluent Customer,N,No,4
1975,Tommie,Midden,Female,39,10/19/1965,Product Engineer,Health,Affluent Customer,N,No,4
926,Terrel,Matthisson,Male,18,10/14/1965,Professor,Telecommunications,Affluent Customer,N,No,10
3105,Bryn,Rycraft,Male,88,10/14/1965,Teacher,Health,Mass Customer,N,No,12
2268,Wilhelmina,Gothup,Female,66,10/7/1965,Pharmacist,Health,Mass Customer,N,No,19
3787,Mariejeanne,Kelling,Female,1,10/6/1965,Systems Administrator III,Manufacturing,High Net Worth,N,No,6
265,Pennie,Stoile,Male,74,10/5/1965,Sales Representative,Retail,High Net Worth,N,Yes,18
882,Esmaria,Lythgoe,Female,59,9/29/1965,Recruiter,Property,Mass Customer,N,Yes,11
883,Lolita,Bennie,U,73,9/29/1965,Recruiter,IT,Mass Customer,N,Yes,10.65704063
2632,Krishna,Frood,Male,18,9/29/1965,Quality Engineer,Argiculture,Mass Customer,N,No,16
1145,Korella,Begin,Female,80,9/26/1965,Assistant Professor,Property,Mass Customer,N,Yes,14
929,Kippy,Conerding,Male,0,9/4/1965,Database Administrator III,Financial Services,Mass Customer,N,Yes,13
725,Gage,Crossan,Male,61,8/27/1965,Design Engineer,Health,High Net Worth,N,Yes,19
3977,Katrinka,Van der Beken,Female,31,8/21/1965,Biostatistician II,Manufacturing,Mass Customer,N,Yes,16
2589,Alvera,Kiddle,Female,42,8/2/1965,General Manager,Financial Services,High Net Worth,N,No,8
1439,Leupold,Detoc,Male,97,7/28/1965,GIS Technical Architect,Retail,Mass Customer,N,No,19
3796,Morgen,Sieghart,Male,51,7/27/1965,Paralegal,Financial Services,Mass Customer,N,Yes,9
1781,Sammie,Uglow,Male,63,7/26/1965,Data Coordiator,IT,Affluent Customer,N,No,17
3054,Marieann,Wickey,Female,94,7/14/1965,Operator,Manufacturing,Affluent Customer,N,No,16
2136,Heather,Golsworthy,Female,21,7/12/1965,Office Assistant I,Health,High Net Worth,N,Yes,5
567,Hashim,O'Leahy,Male,73,7/8/1965,VP Sales,Financial Services,Affluent Customer,N,No,16
63,Ebony,Zini,Female,58,7/3/1965,Senior Quality Engineer,Retail,Mass Customer,N,Yes,16
82,Gleda,Cokely,Female,93,6/28/1965,Software Test Engineer III,Property,High Net Worth,N,No,19
3128,Betteanne,Alldread,Female,96,6/26/1965,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16
